occurrenceID,decimalLatitude,decimalLongitude,sea_distance_km
00852c72-9c4a-4a69-9e68-05868fe80e88,52.7496,-4.226485,961.5861321884829
0088a5b7-5952-4a68-9dad-054c93b25d7b,51.93776,-5.212713,862.411722966027
0090cd76-42b7-43e5-b54b-997d72fdbfad,51.61145,-5.05537,801.5623405433445
00928c7c-bc0c-42b2-bae9-28d761a4834d,58.47522,-5.12317,1113.3209056239382
0096251a-00f0-4ce0-85c0-b56891b28da4,58.39632,-5.161202,1113.3209056239382
00a224e3-e477-4c4b-97c1-8bd91288f40f,53.00054,-4.423418,974.2822317271696
00a420d8-78cb-44f0-89f2-20a00a65abde,55.75931,-1.978914,684.4334873028815
00a8a057-caa0-49d6-a454-5d271605463c,51.73034,-5.28778,784.7376325756857
00af56ac-e7a0-47ef-a2ec-2bd02224e9b5,51.68785,-5.156705,784.7376325756857
00bdf1d4-61d0-48e9-9523-f220114c71b7,49.2197,-2.013619,395.6847594108743
00c1e567-8293-4c15-ba22-3ae591435e98,51.71131,-4.893604,793.181122336435
00c4c155-ea43-413a-a092-534b2617aba7,50.69759,-4.68471,520.2723219045095
00c63367-9181-44d4-8e29-f37162bda4ba,51.70382372922045,-5.060570045643981,793.181122336435
00cb5bfa-cbbc-418c-b189-1ef2fd1d99ba,50.617549,-2.708108,354.78236588680494
00cf054c-4219-421e-a470-7a4bbe7b8c16,33.71306,-118.26833,14290.965552094627
00d2a385-a1d9-4c16-943f-1ba8bef387f9,37.79453,-122.39167,14962.50828061998
00d88480-af9e-476a-bcbb-9ed8901caedd,50.69759,-4.68471,520.2723219045095
00d8be00-6524-406b-b508-85f1323db3da,51.7020278577525,-5.060448763507702,793.181122336435
00d978d4-73a1-40fe-b181-6509fd3133d5,56.6877,-6.09389,1363.5254790994202
00d9bf1c-2263-4142-9139-d313005d4c87,53.40116,-2.991001,1083.5661916640245
00f2b422-47e0-4eea-b0ac-913e6e77fbed,51.70051,-5.06053,793.181122336435
00f3bef5-b752-45a1-bce3-a52b78332ad7,55.29133,-6.250877,1216.6156872205388
00f51bdb-7e17-4812-bb1b-7936ab408787,60.34634920040776,-1.7182365051141326,1291.0506668262908
0104fd2b-d009-4632-b865-24a07fecc0f3,60.7208,-0.9992927,1248.7263333284172
0108103f-378e-416a-a548-d7d7d1aa641c,41.7519989014,-71.3539962769,5708.999294936528
01098148-4812-4503-8d45-cbc48fb3068e,50.65892,-2.850805,354.78236588680494
010a87ef-9e19-4afe-9303-9fc4f7405471,44.3754,-64.3105,4938.295721484234
011007e8-d88a-4553-8975-070e0f37f607,51.69866,-5.294471,784.7376325756857
01115b34-df43-4b98-be5a-3cc44a6cf747,51.73574,-5.245582,784.7376325756857
01127062-502d-4fd3-a6af-70431b96b433,55.2145,-6.6465,1239.820943687896
01127cbe-b200-46ca-bf21-ab0d5d16774a,55.42816,-1.573363,577.2676873765744
0115cb6a-6c80-42d2-9685-4a77c6e222fc,50.33025,-4.75735,532.1433700049347
011fa459-76d4-4ad5-b8ca-25cfe5ef7d81,58.58118,-4.583372,1090.1838862459572
0122f8cb-a70b-438b-8e1b-efac46ba380a,51.60753,-4.982045,801.5623405433445
0123ee61-49da-41a8-a5c0-267ff4b3df16,55.18735,-7.771709,1310.524050342919
012517ce-01a4-4712-97c6-ad885bc9de2e,50.06133,-5.563485,582.0257865861354
0126e54e-bed8-4635-97bd-4cdf04996aae,57.34472,-6.4979,1257.9402033424349
01388036-3903-4f62-89d5-87a1deb86c32,53.1754548773166,-4.246854822224525,974.2822317271696
013f8c0e-3ad6-4c3a-82c6-ed877f95698f,57.52666,-5.662498,1239.2743465128826
0143bb8a-2838-4965-9cb5-be379b31e0d5,57.51535,11.94357,1110.0451611810906
014424cd-dc93-4e4a-b93f-e984c2ca36e4,51.6564,-4.662897,793.181122336435
0145a48d-e31e-481f-af3e-04a3fe039f91,58.01068743,11.69856232,1012.2469720251687
01475041-bed6-4ed8-a2f2-80945074e07d,46.4323,-62.71275,4941.033234183024
014d7e1a-e73f-485a-9a37-f704f6bb2292,53.18034,-4.232425,974.2822317271696
01504cbf-1e7f-4bdd-96c5-8e8d739e5ed1,56.67732,-5.658749,1346.5411738060882
015901d3-6d3e-46e5-986e-0c62ff5e854d,51.68585,-5.285206,784.7376325756857
015e0f3d-38f5-458b-9fc1-3f3280b1a25f,52.86931,-4.697297,924.6994731709599
016159bd-ed88-49a9-a08b-f37a09cfbce4,-46.8641667,168.12825,21581.556356073866
01646909-21c5-4397-8860-2dd012cdcc67,43.49848,-65.46988,5128.916254345453
01659ac0-754a-449e-a9ea-4c71436bf7be,51.71521,-5.214332,784.7376325756857
0168ae47-5183-49e4-9d9b-fd01986c3172,46.6268,-61.01597,4882.896533639546
01697f2c-6679-43cf-8514-d88be63b2181,52.80563,-4.62717,924.6994731709599
016ba51f-907e-4654-8bff-eddeac6cccc8,53.18034,-4.232425,974.2822317271696
016c7405-64b5-4e9d-a770-134ed3473172,50.36798,-3.577601,429.32395808803795
016e75f8-b18d-47f0-8758-3b3ec50f729d,48.68478,-2.072886,442.80359112467227
01721c71-d5a2-464e-98e1-a2c1ad2caca6,54.39334,-5.575328,1139.7788812103677
0181e6ce-4364-46ad-8f47-e17b745f9544,41.8087005615,-69.9529037476,5561.004476200609
01913456-ed56-4726-b2f6-36955426d425,51.69704,-5.306034,784.7376325756857
019a3581-8302-4115-8018-cc7a6848b5d9,45.0944,-66.4168,5368.959133646672
019c6a20-7aaa-4cff-83e4-4b2de10085cb,37.97189,-122.48331,14962.50828061998
01a0d43d-6209-40d7-a0a0-8ae0a00329ea,52.97591,0.6317384,301.74178755473343
01a10612-2c0d-4b82-abb1-563512639f38,54.04353,-4.81325,1043.3596068219583
01a7c02e-6ab3-4cee-b33a-9a5187771501,56.49578,-5.5858,1326.526451203569
01aa4b42-f465-4b2d-bf0f-018b0b3500a6,56.65585,-5.938595,1359.0598595789547
01acb001-f46f-4d49-996a-e6140f43a6a2,54.02167,-6.063338,1068.4214495782228
01acc7e5-d9b7-4273-bd19-c55810aaeecc,54.39436,-5.578669,1139.7788812103677
01ad5ece-c828-4a96-be02-4c903943e261,54.07251,-3.173624,1094.1605172729096
01b1e816-964a-416b-8071-35e0c9a9aec5,50.36133,-4.157286,485.0139683975749
01b85ce7-c3c6-4fb7-a8a5-10fb7d6e130e,52.87113,-4.692175,924.6994731709599
01bb3df5-0189-49fe-b291-b637700321e9,52.9233422787561,-4.614691458510285,924.6994731709599
01bbcc8c-9ba0-48c6-9d24-1c2832e6dd7a,51.73188,-5.287457,784.7376325756857
01bdaf6e-c455-4ce4-bb2e-fdc6ddb8861c,49.296,-123.127,16574.344385295328
01be50c7-7c3d-402e-a826-51e41cc95dc5,43.7137,-65.96947,5195.995553996591
01c624a0-e766-4f86-9070-9fcfbff8d250,51.7024,-5.01286,793.181122336435
01ca351c-2ff0-463c-a125-a769e92355c9,50.31177,-4.669795,520.2723219045095
01cceaf8-445b-42b0-90ef-aadfc2345cc7,60.28724,-1.47098,1114.697389063438
01cd40b7-747c-42c7-8004-6fd8c491a0db,52.89233,-4.298823,961.5861321884829
01da6a86-9f23-428e-8132-c74c6965e7d9,51.77333,-5.160536,784.7376325756857
01de7089-4f22-4fcd-b3eb-efcadbff800a,52.00888,-5.090032,860.7182525735343
01e22837-3d91-46ba-826f-fd3a944c0a2e,51.72495,-4.887234,793.181122336435
01e81834-6c26-4071-b3ac-56344dc802df,33.5233306885,-77.4000015259,6533.564481087345
01eccf8f-6780-416f-841d-de8f7eb90252,57.57522,-5.686944,1239.2743465128826
01edb3a6-657b-49d0-8f07-681df76c7f92,39.2966,2.9521,3267.8186371342167
01fbea62-612c-4b54-8e50-366bcff37ef0,58.50148,-4.701109,1090.1838862459572
0208ead2-6673-4e9f-888c-45fa76b1ced1,52.89956,-4.283638,961.5861321884829
020e109e-5810-48c4-838b-0932efa9ac3b,47.72255,-53.95885,4121.528752747556
0218290d-797a-41df-bb2a-3e5ba19d4089,57.00388,-5.673229,1316.9218188374693
021a48a8-e3d7-4705-8407-982c3160e7a3,58.964775,-3.2945268,1042.5071952039273
021bb4d4-fc80-4030-9f0d-e81cf7390f7e,53.62046,0.53841,337.2178955554298
02208cda-5809-482f-946a-18838aba9bdd,55.64243,-1.63252,577.2676873765744
0220f86e-3564-48eb-af10-f7ef84c993d1,55.22783,-6.290309,1216.6156872205388
0221a106-e926-4042-a851-75ba0f5c60b2,51.66805,-5.124674,784.7376325756857
02234ddb-c2a7-43bf-be46-9f1e7eb9faaa,55.61615,-1.636422,577.2676873765744
02238ef2-84c5-4c2d-b712-d29d492986e1,55.87593,-2.083216,684.4334873028815
022a598b-b95a-4962-88fa-2f42e7cec718,53.435655623255414,-4.543654821477277,992.2531783671865
022ed423-83f3-4346-8619-5caf84cab9fb,59.13739,-2.727316,1039.9672212637288
0230e7f8-7fbc-43e8-9137-071b4a34f27c,59.18665,-2.882835,1050.3388627273712
02369b9f-ae60-495d-96de-3c1f0ce144f6,54.43483,-5.545994,1126.9029700890662
023aa0c1-9aa6-4f13-866e-3406d752dbb9,56.53222,-5.781955,1359.0598595789547
02403342-5b5b-4c05-a9a0-49693b7a4fb0,55.62248,-1.649067,577.2676873765744
02482d42-c983-44a8-a0c0-2b2d30213632,51.67355,-5.122246,784.7376325756857
025637c7-ed1f-42ce-9737-f3dd06335346,51.69491,-5.150954,784.7376325756857
02620e71-638b-413b-8604-b819c0cca025,55.31365,-6.240817,1216.6156872205388
026797c8-e978-4906-82a6-457ab0d0914c,57.87965,-6.697335,1264.8691988121095
026879c0-12d4-48da-a0f1-fa9cf4d9e818,52.94003,1.274951,225.61484754919758
026a8df4-0eaf-4751-9d25-cba93eea4f61,37.8203315735,-122.362602234,14962.50828061998
0270f55e-62bd-42d3-85d8-ecbc8e7b22d8,36.0872497559,-77.0323181152,6248.417462223433
0272c4d3-b2a2-46ee-b8ef-c45e962cca08,52.475,1.718727,225.61484754919758
0274953e-4c41-45db-bfcb-6c379042b567,51.70304,-4.972689,793.181122336435
027b6c13-eb4c-4c97-9394-c725dd56a679,51.7020259632901,-5.111841630137319,784.7376325756857
02882909-c7ab-41a8-8b97-940ca305ed08,53.694,-10.13691,1333.1075192154367
029380c3-ec44-4a2a-922c-0e23e08fe5bd,53.44078702739196,-4.55600978436534,992.2531783671865
02950bd5-73bd-4d62-b7b5-e19c988fd247,51.70396,-4.928889,793.181122336435
0296cf0d-91d2-4019-ac16-bfc9171c96bd,55.02405,-1.417331,528.1058070175864
02993051-bf2e-447d-9c6f-bfcd3022f97a,55.25082,-6.461788,1216.6156872205388
029e9772-0641-4529-aaf1-9c756c51cec9,51.37385,1.127309,81.09074647000266
02a4da80-f0f7-4979-94df-09a33d13a200,52.750798,-4.520244,951.9179077801032
02ab046c-d9ab-4314-bd57-74fcf6be1bf5,50.69329,-1.505836,274.6741918876194
02ae03b2-ec21-49c2-bbfe-956073d978f8,45.10532,-61.72275,4836.877773690704
02aecb2b-64a7-4084-a169-d3da4762d2f4,57.2696528727734,-5.519045930726461,1278.902699937512
02bb0073-841a-47fd-baf8-df38e3f2f189,57.22504,-7.304308,1329.4717263869702
02bcd6e0-a9eb-4eac-8454-10cebdc42cc3,57.80633,-6.807762,1264.8691988121095
02bcf7a8-0e31-4cfe-ba90-01ca263464cb,43.81648,-66.14785,5195.995553996591
02c90546-e1bf-4699-ba84-756d115a3536,50.41929,-0.89699,219.87226563507969
02cc9e5c-c6ac-42d5-8e0d-ec1985e42f6a,40.8075485229,-124.16078186,15373.656349874393
02d4955e-0572-481c-9c77-e346824fb9b4,55.4089,5.2225,545.3073357471159
02d97684-3298-4895-bc2c-abbe4934a90b,53.20584,-4.247372,974.2822317271696
02da5aeb-6229-4441-bbfe-5a2ff813249d,51.23905,-3.833485,867.1946708280907
02db2a42-7868-4c5b-8c7d-2ff485a395e2,55.25641,-7.819907,1310.524050342919
02df1b48-aaf1-4133-83f4-01ca660b0b5a,49.97612,-6.298891,627.9223218275657
02e6f073-ddd8-4b97-b63a-1e8e86507121,56.67067,-5.978165,1359.0598595789547
02e77a0f-dd12-4c89-9b75-ade37de6572f,46.9032,-60.4604,4651.859977373011
02eb3c54-8293-42bb-a135-8b12238cac6b,52.744136,-4.816204,924.6994731709599
02ee363e-40f7-4ac6-8354-03caeeb5c1d7,51.69704,-5.306034,784.7376325756857
02f15304-393d-41a1-8f6f-0f14b65f6271,45.58333,-60.74067,4798.189998077165
02fb9c44-f285-481a-9245-020e28d38d7d,53.19218,-4.209687,992.6897222947329
02fc536c-2679-435a-a023-0f4b4a0709f4,45.0561,-66.8638,5368.959133646672
02fccee9-bb7f-4d6d-8fef-a6898b7cda18,58.11216,-6.421884,1215.5925029476882
02fd8e85-668b-47fb-9849-345a6d6d1a17,55.89335,-2.134292,684.4334873028815
02feca6f-5995-4e75-b905-f55dc9da6860,55.32202,-1.544559,577.2676873765744
030698fb-b190-48fd-a21f-51bcbea60726,49.13917,-1.920832,410.4806549454366
0306ab93-8b6c-4a7f-920c-30f44d14bdfb,60.19231,-1.572645,1114.697389063438
03084ea9-f9d7-4385-a608-e9bc298e2591,33.751372,-118.11139,14290.965552094627
030ca7ea-dd34-493d-a3d8-04b1e6690619,44.63015,-65.75233,5368.959133646672
03102f18-49e9-404a-91a0-52902b37b303,51.7399,-5.280535,784.7376325756857
0314ddd3-55b0-4c5b-ab7b-f709d173131c,60.01009376737693,-1.186609946822206,1114.697389063438
03163521-6013-4cc8-bac5-f030066f9479,50.238284,-4.245041,485.0139683975749
03249aba-f02b-453e-86d0-4fd68c92caec,49.4373,-2.491169,374.6913632313329
03253d2e-df68-42a7-9096-bf12d986fe88,58.92291,-3.12017,1024.6402965502307
032bc0a3-610a-4c0e-8d2f-8ba5a0d81b0e,56.75509,-6.206005,1352.5311308832643
032cee6a-98b3-44fe-a492-6463a58eb8a8,44.7631,-66.749,5316.874147070534
0336cab6-71b1-41e5-bc01-6e1fa3cc46f0,50.61389,-2.291588,337.27398451767345
033adced-83c2-49db-a3f5-a9cfacabbd04,55.41986,-1.576106,577.2676873765744
033c3e12-5e22-417c-9894-3feb82aaec72,54.23666,-0.3119103,375.8518238366884
0341c030-6fac-4a37-8257-7e1e51e2ee1c,49.90234,-6.299997,627.9223218275657
03442216-3788-4a2a-a370-008119032447,55.89647,-2.123268,684.4334873028815
0344f9af-d89e-44eb-98d4-44469aefa21e,41.2116508484,-73.0508270264,5849.606533551733
034ab3ec-1c09-4df7-a60a-9251218164bd,51.69657336933372,-5.1476555142358364,784.7376325756857
03501784-29b1-4d54-8888-8c6a7250f60a,55.26052,-8.189027,1392.5239699136087
0364c4a6-d69f-4e2b-be7c-8ab32d03341c,58.01109665,11.6968457,1012.2469720251687
0367e158-e2be-4f40-b5cf-ad268e43c4c3,50.42335,-5.096413,564.7578928255767
036ce378-a7e8-4d52-bc4b-a7b3b9fd91d9,50.20656,-3.73344,450.5352052607028
0375759b-621a-4011-a1a5-86f40c94cde5,54.0955,-0.1146667,375.8518238366884
0377446e-508e-40ca-9f61-78cb4a3896e2,50.3465,-4.4512,508.14294192223207
037fd403-3527-49b1-98b4-103a0919d503,50.61415,-2.187923,320.88689814818207
03800173-4d5a-498f-bc2f-2a341e9956fc,54.92946,-5.73696,1139.3169039951053
03831e59-f238-4f83-87ae-08930aed5d2e,56.66673,-5.907071,1359.0598595789547
03833d29-6f46-4df6-af7f-3aff280be8af,49.1339,-2.137518,404.59922263467735
0383cad7-3825-4ade-b363-bc6d53de8557,50.55833,-2.449167,341.70615741880283
0387d949-8048-4347-b10e-d1f335fcbbe5,52.82514,-4.446681,951.9179077801032
038c3543-edca-4138-9f17-a655c2010042,57.19627,-6.005239,1261.3670508795533
039118cb-4079-4229-ad8e-5dec15109d67,52.90573,-4.656567,924.6994731709599
03931db7-5410-4d7e-a803-50425d95db2f,50.62612,-2.55415,354.78236588680494
0393d675-24d5-4ea4-bc60-cfad36118ee9,37.81079,-122.4086,14962.50828061998
03967615-7196-4a3a-8fdd-6d953581fa2d,50.59772,-2.150973,320.88689814818207
03987243-4ded-458f-8720-368df4c6c9bb,57.24241701505729,-5.65409836311619,1284.1274557081554
039aeeb3-15c4-46e7-874b-63edd3043685,55.78533,-4.890813,1248.1570289113736
039f712a-88c5-4897-b650-1bc19c4b4199,57.6898,-2.947518,933.4531573151183
03a00b88-c137-4a07-bebf-134aab9aff32,45.0823,-67.0847,5328.264790053769
03a62a80-f31f-4972-8f56-183e496199d0,50.40613,-3.549314,421.88880421662617
03a8fc04-53d0-4c6a-bee6-2a55a4ba97a5,53.18034,-4.232425,974.2822317271696
03a93915-30ad-4440-995d-8df53763c377,57.25661,-5.606077,1278.902699937512
03abad50-3c80-47ff-b476-2374f50d7a16,50.33459,-4.15676,485.0139683975749
03ae3295-a6f6-41fd-8e4f-349caf9e9a59,51.52666541000001,3.7097136,124.05991495437581
03b6f458-28d5-49e4-8551-56891a9a1648,44.681107,-63.610622,4938.295721484234
03b7c7ab-45ca-4fe4-af1e-b689bbbe8636,41.6446342468,-70.412147522,5656.356778843968
03b80640-2ce2-4e29-a935-72016d63fa53,55.93161,-5.718917,1260.4473956135475
03bb087b-5cae-481f-8910-805711b8c1a2,58.54568,-5.120182,1113.3209056239382
03c40463-3ad3-472e-82e1-c67e6db8cf34,57.93273,-6.529098,1253.1641319744278
03cb9e6b-9ccb-4e09-9267-e39d9c51a73c,51.70336,-4.952879,793.181122336435
03d259a8-7301-48a1-be1d-093a0c710ce7,51.60066,-4.961302,801.5623405433445
03dd78ae-df8d-4b30-8486-7ef50c861cdc,50.60172,-1.937231,301.78291277259694
03e4d738-c32a-445b-8f70-ec196e8a4244,52.74637,-4.798576,924.6994731709599
03e73068-d4ce-48d1-91ba-d30a39043bf5,44.964046,-67.007652,5328.264790053769
03e90ef2-b1f6-49fa-a057-51b0784b786b,52.833922,-4.822013,924.6994731709599
03eba39e-f0f4-4536-a6ca-1d682afd1e4a,53.224,-4.156645,992.6897222947329
03ebb4f5-646f-4d57-b51b-ec30c1ab0295,50.36076,-4.1561477,485.0139683975749
03f2d5dd-19e8-4b10-a083-75279699bbae,50.16018,-5.029752,564.7578928255767
03fafb66-622b-4373-b882-88b89914596c,54.04366,-4.812342,1043.3596068219583
0402d270-cfcc-4545-bbce-5a97732bd7d4,54.4783,1.863,491.50703556881155
0406bab5-1213-4464-8a14-8f70d5b93dd0,56.6573,-5.878478,1359.0598595789547
0408c10a-c646-46af-88dc-e95c8a7a2521,44.681107,-63.610622,4938.295721484234
040bf67b-c42f-407d-8d79-bcb97df64059,51.698335630588645,-4.958871087065556,793.181122336435
0412f284-5897-437a-86fc-3d5a44f5950b,52.80679,1.712811,225.61484754919758
0413f4af-63a6-491d-8edf-508e5f0f4d7e,51.715352307102755,-5.168510211191007,784.7376325756857
041c2130-141d-4fe8-8c45-d57bae027763,51.93648186596382,-5.207363322429978,862.411722966027
041e5ef7-2327-4ac9-87b0-e0d051010225,50.50644,-3.513106,421.88880421662617
04254ebc-62d1-4242-980a-a90d1c668b62,51.68539577475279,-5.11142382683726,784.7376325756857
04274ae2-f843-4d88-8293-74254f984071,43.320098877,-70.5634994507,5590.338365985824
04297609-d281-4aca-a906-c647f8e4096f,51.71265,-5.10813,784.7376325756857
042c0758-3709-4d0c-9f23-33cc0d0a5bc1,41.6207427979,-71.4093170166,5708.999294936528
042c45b0-437c-44f8-bced-be7b05f9a58e,51.60594,-4.915279,793.181122336435
04377e34-cbd5-45f8-b0f0-3a7edc3d5f1a,50.31726,-4.18909,485.0139683975749
043b94ef-827f-4147-99fa-448d730d1aaf,54.53097,-0.7275915,493.14490455480956
043c6fe7-91d5-4d48-96e2-ae97ef5a2313,40.8075485229,-124.16078186,15373.656349874393
043d5881-e046-468b-95cc-be484826f445,54.69165,-4.445127,1186.1971221564247
0440d2ed-48d3-4b27-b1fb-68afcfe0e61a,42.108299255371094,3.1717000007629395,3447.5589948901666
0444e782-03a9-40fa-bfa6-ae45a59d53ec,51.67317,-5.122538,784.7376325756857
044a4902-6a2a-4059-8906-aca4bc693acd,49.90334,-6.304502,627.9223218275657
044cb60f-c636-4eab-950c-479f599849b9,36.9124183655,-76.1847839355,6248.417462223433
044cb693-87cc-4dfd-9f72-08dd232413dc,39.67,2.45,3238.397783188411
044ef1a0-2a34-4816-952d-4b89cd75fadb,53.33265563998317,-4.62840429328126,992.2531783671865
045351fd-d67b-48fb-96a8-c5449dac4c12,42.5703315735,-70.7738037109,5651.052843996617
045478ad-67c8-4df3-97f0-7a138d5eb59a,50.153481,-3.961079,455.59371523733114
045b2471-b7f5-4089-917a-329a7ea5f913,37.7791111111,-122.2522222222,14962.50828061998
04600fae-5b46-4ab7-836b-ccda340c4183,50.14833,-5.027181,556.2444579621423
0463b4b3-55c8-44b7-b401-6e332a840f3c,52.84078,-4.42787,951.9179077801032
046619d7-9e2c-4cbc-9e27-3fc06bd9a09a,59.18991,-2.696578,1039.9672212637288
04670f86-7c93-433f-a82e-a6732ae65a0a,50.76398,0.4510415,133.1274867353869
046aed49-e4db-4efe-bc50-dd619106ded2,53.21961,-4.174999,992.6897222947329
046bd038-6862-4300-befe-602774061489,51.87459,-5.282169,784.7376325756857
0478d724-af61-43a7-b1f4-59075a08b853,56.65648,-6.124297,1363.5254790994202
047a5556-7501-4745-ba81-a59f5e7f85b6,52.02691471777834,-4.8937671095025435,862.411722966027
04805c1a-3ab2-41b9-898d-a58cf2c78cb8,-23.45,151.91667,21726.046323695795
04848cc8-dc12-4b6d-93c8-e0bf54ed73af,54.08122,-4.608296,1043.3596068219583
0488328d-9e86-4fb9-ba0b-6a66083198a1,51.49014,-9.398809,919.82421608189
04885023-c9c7-4d60-bc0b-787f94db6c8b,50.113991093497,-5.533705020384,573.5844896606225
048b2916-26a2-4191-a0e5-8d55ca21529c,49.9312,-6.345072,627.9223218275657
0496aae3-cf61-4964-8eea-0d1b9d8776c5,49.401,-123.505,16574.344385295328
0499c09e-c8a9-40e7-a740-8183fa507576,57.87934,-6.669433,1264.8691988121095
04adc72b-e77d-4084-a0af-631067151cb4,54.6933666667,2.21101666667,491.50703556881155
04af99b6-bf27-4604-b7a4-01999b026d87,50.22223,-3.860042,450.5352052607028
04b49d73-f31f-4e8a-8e8d-141a1688e090,58.62085,-4.981241,1090.1838862459572
04b4c8eb-3d9e-4cbd-9285-db9474bb2e54,50.27867,-3.94,455.59371523733114
04b715ea-3d90-460a-830d-7666031e1e64,34.15162,-119.20718,14403.045695061872
04b8e9b8-8eb1-4069-b44e-4a46869f3a5d,53.16562,0.6287,301.74178755473343
04b9b812-9b52-4e36-9874-af6fff910174,43.0583000183,-70.7251968384,5629.329731481605
04bcce42-f45a-49ae-9d9d-01699e0724ff,55.30499,-6.277269,1216.6156872205388
04c2c301-79c4-4e2b-b70d-acbbab89c7b9,54.95073,-5.72053,1139.3169039951053
04c334f8-6f1e-4c75-9946-8f0d2c3eeb03,60.363010909886675,-1.3482535717788222,1114.697389063438
04d0a705-269e-4b67-966c-7a01aec4f422,51.60377,-4.972251,801.5623405433445
04d59f4e-1bdf-4d0f-ae98-9af7574aa1f6,51.856846,-10.468274,1004.8971340684001
04e4a123-aa7e-44cb-a7d4-3f30ffbf9077,57.11592,-5.558666,1284.1274557081554
04e9796a-e16a-4445-8c0b-02091f0930ae,53.21416,-4.187903,992.6897222947329
04f13bff-ebbf-46c6-8852-3c35f24aca47,54.98634,-1.379497,518.2969920115369
04f64414-9c5e-4041-853f-a7ed3a371ea2,50.6802,-1.74986,282.6005651021734
04f86af4-f6ce-4b9e-92f3-47e36c24fbba,55.259,-6.333505,1216.6156872205388
04f946cf-23b4-4c27-9ed7-591b8b6d4ff1,50.58626,-4.936931,532.1433700049347
04ffb61c-81d1-46ce-af32-dfe583f08726,55.25716,-6.190156,1194.4421616835646
0503383e-d2a4-4ba6-881f-75676e99b28b,49.27963,-1.914646,380.79413219930564
0504b089-bc9e-4e91-8819-e8d1d6abf242,52.75064,-4.228612,961.5861321884829
050aef1a-fe34-43ba-a29f-ef70fa79f852,57.00893,-7.402712,1347.4369461444494
050d0d9f-6160-4347-96bb-0d3b6636f9fb,54.92504,-5.878521,1153.7507648918106
050e68d9-6798-4c28-bb5a-0aba8f5ad0f0,53.42089,-3.002535,1083.5661916640245
050e9437-72ec-467e-8d4d-259fe5d6f89a,51.70114470600296,-4.918521210984638,793.181122336435
0514f41f-f44d-410c-9845-83ce85d97a9d,56.2941,-2.573941,684.4334873028815
0518d9f6-c514-46a7-a199-126acf6955e7,50.33825,-4.190757,485.0139683975749
051a2d99-332f-455e-a39e-81edfae78fca,55.2175,-6.118164,1194.4421616835646
051c8ca3-9f76-4cdd-93d4-ac2a4f1ca157,55.07145,-1.445302,577.2676873765744
0522897a-e371-4592-b02f-304c02f9b383,43.7578,-65.322,5128.916254345453
05325215-7f2e-4391-8c10-8f850f5bf79f,53.23897,-4.60693,992.2531783671865
05327da1-d261-497e-8031-d94fb3c8b35b,50.78482,-0.3734265,190.43069196246316
053397a8-d089-4b60-813a-05e8f5b1c746,51.60913,-5.001287,801.5623405433445
05364bb9-de4c-49d2-9741-5ff32d2e1938,50.04915,-5.039215,556.6546307965224
0537fa8b-2a95-47e3-97f4-3cbfde94bf7b,50.76992,-0.2933676,185.61001327370795
