locationID	verbatimLatitude	verbatimLongitude	verbatimLatitude_format	verbatimLongitude_format	marine_regions
Site A	51.11091666666667	2.6037777777777777	DECIMAL_SIGNED	DECIMAL_SIGNED	Saint-Idesbald (MRGID 14284); Sint-Idesbald (MRGID 14284); De Panne (MRGID 20746); De Panne (MRGID 92); De Panne (MRGID 92); Koksijde (MRGID 20750); Veurne (MRGID 28); Belgian Internal Waters (MRGID 64454); Kustpolders (MRGID 2536); Coastal Polders (MRGID 2536); West Flanders (MRGID 20); West-Vlaanderen (MRGID 20); Belgian Continental Shelf (MRGID 3293); Belgian Exclusive Economic Zone (MRGID 3293); Belgian part of the North Sea (MRGID 26567); 31F2 (MRGID 41173); Kustzee (MRGID 24504); Belgium (MRGID 47978); Belgium (MRGID 47551); Dover Strait (MRGID 2375); Pas de Calais (MRGID 2375); Southern Bight of the North Sea (MRGID 2399); Southern Bight (MRGID 2399); Zuidelijke Bocht van de Noordzee (MRGID 2399); IVc (MRGID 36350); North Sea (MRGID 24177); North Sea (MRGID 23647); North Atlantic Ocean (MRGID 1912); Noordzee (MRGID 2350); Atlantic Ocean (MRGID 1902); North Sea (MRGID 2350); Greater North Sea (MRGID 36317); OSPAR Region II (MRGID 33322); Atlantic Europe (MRGID 9230); Western Europe (MRGID 17588); Middle Europe (MRGID 47470); EMODnet-Biology reporting area: North Sea (MRGID 63398); Central & Western Europe  (MRGID 63689); Europe (MRGID 36327); Europe (MRGID 1920); Mineral Rights Areas (MRGID 50427); Northeast Atlantic Ocean (40W) (MRGID 23637); North East Atlantic (MRGID 5664); Aleutian Islands (MRGID 17360); North Atlantic Ocean (MRGID 23629); ICES Statistical Rectangles (MRGID 36329); MSFD regions (MRGID 50149); Palearctic (MRGID 22740); Holarctic (MRGID 48913); Western Palearctic (MRGID 65595); Greater Western Palearctic (MRGID 65596); Atlantic Ocean (MRGID 23618); Palaearctic (MRGID 48568); PA (MRGID 48568); Amphiatlantic (MRGID 21037); Northern Hemisphere (MRGID 18030); Realms (MRGID 22544); TDWG World Geographical Scheme for Recording Marine Biota Distributions (MRGID 65705); Alternative Classifications (MRGID 22588); Planet (MRGID 5218); Freshwater Ecoregions of the World (MRGID 63540); Large Marine Ecosystems (MRGID 22539); TDWG World Geographical Scheme for Recording Plant Distributions (MRGID 36318); World (MRGID 1900); Planeet (MRGID 5218)
Site B	43.10669444444444	5.947361111111111	DECIMAL_SIGNED	DECIMAL_SIGNED	15F5 (MRGID 41451); Gulf of Lions (MRGID 48601); Golfe du Lion (MRGID 48601); GSA07 (MRGID 48601); Provence-Alpes-Côte d'Azur (MRGID 3423); Gulf of Lions (MRGID 48585); FAO Division 37.1.2 (MRGID 48585); Cantabric Coast - Languedoc  (MRGID 63688); French part of Western Mediterranean Sea (MRGID 63298); Midi-Pyrénées (MRGID 3792); Mediterranean Sea, Western Basin (MRGID 24090); France (MRGID 48144); French mainland (MRGID 22728); France (MRGID 47630); Frankrijk (MRGID 17); France (MRGID 17); France (MRGID 17); Mediterranean Sea, Western Basin (MRGID 23636); Mediterranean Europe (MRGID 9242); North Mediterranean (MRGID 9242); Southwestern Europe (MRGID 47471); Western Europe (MRGID 17588); FAO Subarea 37.1 (MRGID 48580); Western Mediterranean and Black Sea (MRGID 48580); Central Mediterranean (MRGID 23489); Mediterranean Sea (MRGID 23628); Mediterranean Sea (MRGID 8552); Mediterranean Region (MRGID 23621); EMODnet-Biology reporting area: Mediterranean (MRGID 63396); Europe (MRGID 36327); Europe (MRGID 1920); ICES Statistical Rectangles (MRGID 36329); MSFD regions (MRGID 50149); Western Palearctic (MRGID 65595); Greater Western Palearctic (MRGID 65596); PA (MRGID 48568); Palaearctic (MRGID 48568); Amphiatlantic (MRGID 21037); Northern Hemisphere (MRGID 18030); TDWG World Geographical Scheme for Recording Plant Distributions (MRGID 36318); Freshwater Ecoregions of the World (MRGID 63540); Realms (MRGID 22544); World (MRGID 1900); Alternative Classifications (MRGID 22588); TDWG World Geographical Scheme for Recording Marine Biota Distributions (MRGID 65705); Planeet (MRGID 5218); Planet (MRGID 5218); Large Marine Ecosystems (MRGID 22539)
Site C	58.896499999999996	17.952861111111112	DECIMAL_SIGNED	DECIMAL_SIGNED	46G7 (MRGID 42541); North Baltic proper (MRGID 21267); Northern Baltic (MRGID 2448); Baltic Sea (MRGID 21907); Baltic Sea (MRGID 8538); Central Baltic Sea (MRGID 4372); Baltic Proper (MRGID 4372); Scandinavia (MRGID 2184); Sweden (MRGID 2180); Northern Baltic Drainages  (MRGID 63691); NE Atlantic Shelves Province (MRGID 21460); NECS (MRGID 21460); Baltic Sea (MRGID 22170); EMODnet-Biology reporting area: Baltic Sea (MRGID 63393); Northern European Seas (MRGID 21749); European Mainland (MRGID 24174); Mainland Europe (MRGID 24174); European Mainland (MRGID 23734); Mainland Europe (MRGID 23734); Temperate Northern Atlantic (MRGID 21717); Mineral Rights Areas (MRGID 50427); Nordic Seas (MRGID 22289); Nordic (MRGID 25153); FAO fishing area 27 (MRGID 8753); Atlantic, Northeast (MRGID 8753); North East Atlantic (MRGID 5664); European Marine Waters (MRGID 7130); ICES Statistical Rectangles (MRGID 36329); Western Palearctic (MRGID 65595); Greater Western Palearctic (MRGID 65596); United States (Alaska) Extended Continental Shelf (Non-UNCLOS Claim) (MRGID 64742); Palaearctic (MRGID 48568); PA (MRGID 48568); Amphiatlantic (MRGID 21037); Arctic Marine Areas (MRGID 48669); Northern Hemisphere (MRGID 18030); World (MRGID 1900); TDWG World Geographical Scheme for Recording Plant Distributions (MRGID 36318); Alternative Classifications (MRGID 22588); Freshwater Ecoregions of the World (MRGID 63540); Large Marine Ecosystems (MRGID 22539); TDWG World Geographical Scheme for Recording Marine Biota Distributions (MRGID 65705); Realms (MRGID 22544); Planet (MRGID 5218); Planeet (MRGID 5218)
